business_address,business_city,business_id,business_latitude,business_location,business_longitude,business_name,business_phone_number,business_postal_code,business_state,full_adress,inspection_date,inspection_id,inspection_type,risk_category,violation_description,violation_id,inspection_score
55 Music Concourse Dr,San Francisco,80621.0,37.76982460000001,,-122.46608670580099,CA Academy of Science Terrace,14152332403.0,94118,CA,55 Music Concourse Dr San Francisco 94118 CA,08/30/2018 12:00:00 AM,80621_20180830,Routine - Unscheduled,,,,100.0
1000 Van Ness Ave #2,San Francisco,5083.0,0.0,POINT (-122.421052 37.784784),0.0,AMC-Level #2,,94109,CA,1000 Van Ness Ave #2 San Francisco 94109 CA,03/13/2018 12:00:00 AM,5083_20180313,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,5083_20180313_103156,90.0
333 Battery St Level 2 & 3,San Francisco,65725.0,0.0,POINT (-122.399862 37.799005),0.0,Le Meridien SF Park Grill Restaurant & Bar,14155292904.0,94111,CA,333 Battery St Level 2 & 3 San Francisco 94111 CA,03/06/2019 12:00:00 AM,65725_20190306,Routine - Unscheduled,,,,100.0
1195 OAK St,San Francisco,63119.0,37.7728667755102,POINT (-122.438926 37.772904),-122.438865408163,Oakside Cafe,,94117,CA,1195 OAK St San Francisco 94117 CA,06/05/2018 12:00:00 AM,63119_20180605,Routine - Unscheduled,Moderate Risk,Insufficient hot water or running water,63119_20180605_103129,96.0
3640 SACRAMENTO St,San Francisco,34726.0,37.78767205,POINT (-122.452723 37.787478),-122.452754906644,Spruce,,94118,CA,3640 SACRAMENTO St San Francisco 94118 CA,04/29/2019 12:00:00 AM,34726_20190429,Routine - Unscheduled,Low Risk,Improper food storage,34726_20190429_103139,92.0
845 Market St,San Francisco,67982.0,37.7841232,POINT (-122.406892 37.784848),-122.406377467092,Caffe Central,,94103,CA,845 Market St San Francisco 94103 CA,09/23/2019 12:00:00 AM,67982_20190923,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,67982_20190923_103120,92.0
746 Valencia St,San Francisco,68894.0,37.761307099999996,POINT (-122.421552 37.760955),-122.42173030000001,Craftsman and Wolves,,94110,CA,746 Valencia St San Francisco 94110 CA,05/29/2019 12:00:00 AM,68894_20190529,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,68894_20190529_103144,91.0
411 Valencia St,San Francisco,78911.0,37.7663128076923,,-122.42191823076901,Samovar Tea Mission LLC,14155624700.0,94103,CA,411 Valencia St San Francisco 94103 CA,04/09/2019 12:00:00 AM,78911_20190409,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,78911_20190409_103144,94.0
1001 Brannan St,San Francisco,94185.0,37.7734575,,-122.40271229999999,Fitness SF SOMA,14155313585.0,94103,CA,1001 Brannan St San Francisco 94103 CA,07/09/2019 12:00:00 AM,94185_20190709,Routine - Unscheduled,,,,100.0
3015 Mission St,San Francisco,87440.0,37.7488479,,-122.417965,El Aji Peruvian Restaurant,14155657349.0,94110,CA,3015 Mission St San Francisco 94110 CA,05/23/2019 12:00:00 AM,87440_20190523,Routine - Unscheduled,High Risk,Contaminated or adulterated food,87440_20190523_103108,89.0
302 Eddy St,San Francisco,5214.0,37.7839927333333,POINT (-122.412681 37.783988),-122.412782733333,San Francisco Christian Academy,14155672992.0,94102,CA,302 Eddy St San Francisco 94102 CA,10/24/2017 12:00:00 AM,5214_20171024,Routine - Unscheduled,,,,100.0
3692 18th St,San Francisco,23865.0,37.761570500000005,POINT (-122.425817 37.761504),-122.42566200000002,Bi-Rite Creamery,,94110,CA,3692 18th St San Francisco 94110 CA,05/22/2019 12:00:00 AM,23865_20190522,Routine - Unscheduled,,,,100.0
2696 Geary Blvd,San Francisco,82114.0,37.7816785,,-122.4530969,Tofino Wines,14155791781.0,94118,CA,2696 Geary Blvd San Francisco 94118 CA,06/06/2019 12:00:00 AM,82114_20190606,Routine - Unscheduled,,,,100.0
2150 CHESTNUT St,San Francisco,68331.0,37.800650399999995,POINT (-122.438824 37.800508),-122.43888419999999,Blackwood Thai Cuisine,,94123,CA,2150 CHESTNUT St San Francisco 94123 CA,11/03/2017 12:00:00 AM,68331_20171103,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,68331_20171103_103120,88.0
24 Willie Mays  Rm 3232,San Francisco,94912.0,0.0,,0.0,94912 Cognac Kitchen & Bar,,94107,CA,24 Willie Mays  Rm 3232 San Francisco 94107 CA,07/19/2019 12:00:00 AM,94912_20190719,Routine - Unscheduled,High Risk,High risk food holding temperature,94912_20190719_103103,89.0
498 Jefferson St,San Francisco,65873.0,37.8085321,POINT (-122.420744 37.807649),-122.41334920000001,Capurro's,,94109,CA,498 Jefferson St San Francisco 94109 CA,09/17/2019 12:00:00 AM,65873_20190917,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,65873_20190917_103119,86.0
735 07 Ave,San Francisco,79219.0,0.0,,0.0,AFC Sushi @ Safeway #2646,14150603200.0,94118,CA,735 07 Ave San Francisco 94118 CA,09/06/2019 12:00:00 AM,79219_20190906,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,79219_20190906_103124,92.0
24 Willie Mays Pl Upper Cent Fd Sect 143,San Francisco,94983.0,0.0,,0.0,94983 Chowder House,,94107,CA,24 Willie Mays Pl Upper Cent Fd Sect 143 San Francisco 94107 CA,07/19/2019 12:00:00 AM,94983_20190719,Routine - Unscheduled,,,,100.0
77 O'Farrell St  6th Floor,San Francisco,96939.0,0.0,,0.0,FREDS AT BARNEYS NEW YORK,14152458606.0,94108,CA,77 O'Farrell St  6th Floor San Francisco 94108 CA,03/13/2019 12:00:00 AM,96939_20190313,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96939_20190313_103149,96.0
24 Willie Mays Plaza  RM 2127,San Francisco,94640.0,0.0,,0.0,94640 Say Hey Sausage/Carvery,,94107,CA,24 Willie Mays Plaza  RM 2127 San Francisco 94107 CA,07/19/2019 12:00:00 AM,94640_20190719,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,94640_20190719_103142,94.0
1541 12th Ave,San Francisco,5839.0,37.7593233,POINT (-122.469292 37.759386),-122.469564002855,ALICE FONG YU ELEMENTARY SCHOOL,14155752764.0,94122,CA,1541 12th Ave San Francisco 94122 CA,05/21/2019 12:00:00 AM,5839_20190521,Routine - Unscheduled,,,,100.0
2650 42nd Ave,San Francisco,5788.0,37.737086600000005,POINT (-122.499923 37.737289),-122.499370202202,ULLOA ELEMENTARY SCHOOL,,94116,CA,2650 42nd Ave San Francisco 94116 CA,03/06/2019 12:00:00 AM,5788_20190306,Routine - Unscheduled,,,,100.0
"24 Willie Mays Pl Lower Cent Fd, Sect 142",San Francisco,95142.0,0.0,,0.0,95142 Portable 13 Popcorn Cart,,94107,CA,"24 Willie Mays Pl Lower Cent Fd, Sect 142 San Francisco 94107 CA",07/19/2019 12:00:00 AM,95142_20190719,Routine - Unscheduled,,,,100.0
428 11th St,San Francisco,78481.0,37.7698465,,-122.411946486015,Panchita's Pupusas Truck,,94103,CA,428 11th St San Francisco 94103 CA,05/30/2017 12:00:00 AM,78481_20170530,Routine - Unscheduled,High Risk,Improper cooling methods,78481_20170530_103105,85.0
2499 Mission St,San Francisco,71988.0,37.757164,,-122.41880900000001,Mikes Grocery & Liquor,14155550816.0,94110,CA,2499 Mission St San Francisco 94110 CA,02/19/2019 12:00:00 AM,71988_20190219,Routine - Unscheduled,Low Risk,Inadequate dressing rooms or improper storage of personal items,71988_20190219_103153,96.0
550 North Point St,San Francisco,1469.0,37.8063213265306,POINT (-122.416244 37.806288),-122.416284142857,Holiday Inn Express-Main Kitchen,,94133,CA,550 North Point St San Francisco 94133 CA,05/13/2019 12:00:00 AM,1469_20190513,Routine - Unscheduled,,,,100.0
3121 clement st,San Francisco,9298.0,37.7815758571429,POINT (-122.492586 37.781595),-122.492780428571,El Mansour,,94121,CA,3121 clement st San Francisco 94121 CA,07/11/2019 12:00:00 AM,9298_20190711,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,9298_20190711_103154,90.0
384 A Hayes St,San Francisco,76588.0,37.777009,,-122.42264857142901,Arlequin Wine Merchant,,94102,CA,384 A Hayes St San Francisco 94102 CA,02/27/2019 12:00:00 AM,76588_20190227,Routine - Unscheduled,,,,100.0
970 47th Ave,San Francisco,69664.0,37.7703091,,-122.50789009999998,Golden Gate Park Golf Course,14155758987.0,94121,CA,970 47th Ave San Francisco 94121 CA,04/13/2018 12:00:00 AM,69664_20180413,Routine - Unscheduled,Low Risk,Other low risk violation,69664_20180413_103162,90.0
8 Mission St,San Francisco,82041.0,37.79368085,,-122.393214700699,Hotel Vitale,,94105,CA,8 Mission St San Francisco 94105 CA,08/29/2019 12:00:00 AM,82041_20190829,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,82041_20190829_103133,79.0
50 Post St,San Francisco,71576.0,37.7890922,,-122.40214170000002,La Luna Cupcakes,,94104,CA,50 Post St San Francisco 94104 CA,05/17/2019 12:00:00 AM,71576_20190517,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,71576_20190517_103124,92.0
1425 Folsom St,San Francisco,70912.0,37.77816179999999,,-122.40606909999998,Folsom Street Foundry,,94103,CA,1425 Folsom St San Francisco 94103 CA,07/05/2019 12:00:00 AM,70912_20190705,Routine - Unscheduled,Low Risk,Low risk vermin infestation,70912_20190705_103161,98.0
98 Leland Ave,San Francisco,95400.0,37.711953,,-122.405447,San Marcos Restaurante,,94134,CA,98 Leland Ave San Francisco 94134 CA,10/01/2019 12:00:00 AM,95400_20191001,Routine - Unscheduled,High Risk,High risk food holding temperature,95400_20191001_103103,78.0
1304 Valencia St,San Francisco,36685.0,37.7518905,POINT (-122.420665 37.751868),-122.4208123,"Muddy Waters Coffee House, Inc.",,94110,CA,1304 Valencia St San Francisco 94110 CA,06/04/2019 12:00:00 AM,36685_20190604,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,36685_20190604_103116,92.0
Pier 39  Space L-2,San Francisco,34220.0,0.0,POINT (-122.410189 37.80824),0.0,Aunt Fannys Cart 3,,94133,CA,Pier 39  Space L-2 San Francisco 94133 CA,10/06/2017 12:00:00 AM,34220_20171006,Routine - Unscheduled,Low Risk,Inadequate ventilation or lighting,34220_20171006_103147,96.0
370 14th St,San Francisco,79704.0,37.768282299999996,,-122.42166840000002,Shizen Restaurant,14155421071.0,94103,CA,370 14th St San Francisco 94103 CA,08/20/2019 12:00:00 AM,79704_20190820,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,79704_20190820_103120,92.0
1035 Geary Blvd,San Francisco,76960.0,37.7840684,,-122.4347973,Jayhoon Fedaiy,,94109,CA,1035 Geary Blvd San Francisco 94109 CA,02/26/2019 12:00:00 AM,76960_20190226,Routine - Unscheduled,High Risk,High risk vermin infestation,76960_20190226_103114,83.0
1 Warriors Way Lvl 600 East,San Francisco,101222.0,0.0,,0.0,Big Nates/Trumer City Bistro 500,,94158,CA,1 Warriors Way Lvl 600 East San Francisco 94158 CA,09/06/2019 12:00:00 AM,101222_20190906,Routine - Unscheduled,Low Risk,No thermometers or uncalibrated thermometers,101222_20190906_103148,98.0
335 Powell St Basement,San Francisco,25163.0,0.0,POINT (-122.408345 37.7877),0.0,Westin St Francis - Pastry Shop,,94102,CA,335 Powell St Basement San Francisco 94102 CA,06/10/2019 12:00:00 AM,25163_20190610,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,25163_20190610_103149,98.0
450 STANYAN St L-B,San Francisco,2971.0,0.0,POINT (-122.454417 37.773657),0.0,ST MARY'S HOSPITAL CAFETERIA,14155755666.0,94117,CA,450 STANYAN St L-B San Francisco 94117 CA,01/12/2018 12:00:00 AM,2971_20180112,Routine - Unscheduled,,,,100.0
42 Columbus Ave,San Francisco,68356.0,37.7962103333333,POINT (-122.404063 37.796095),-122.40412166666701,BASK,,94111,CA,42 Columbus Ave San Francisco 94111 CA,05/09/2019 12:00:00 AM,68356_20190509,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,68356_20190509_103120,92.0
1101 TARAVAL St,San Francisco,4944.0,37.742867,POINT (-122.478149 37.742914),-122.47798600000002,FRENCH BAKERY,,94116,CA,1101 TARAVAL St San Francisco 94116 CA,10/18/2017 12:00:00 AM,4944_20171018,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,4944_20171018_103131,92.0
331 Clement St.,San Francisco,91451.0,37.782914,,-122.4628213,Taqueria Los Mayas,,94118,CA,331 Clement St. San Francisco 94118 CA,07/26/2018 12:00:00 AM,91451_20180726,Routine - Unscheduled,High Risk,Improper cooling methods,91451_20180726_103105,74.0
"900 Hyde St, 2nd Floor",San Francisco,3902.0,0.0,POINT (-122.417077 37.789608),0.0,St. Francis Memorial Hospital - Employees Cafeteria,,94109,CA,"900 Hyde St, 2nd Floor San Francisco 94109 CA",09/11/2018 12:00:00 AM,3902_20180911,Routine - Unscheduled,,,,100.0
132 6th St,San Francisco,89728.0,37.7764401,,-122.4030322,Frena,,94103,CA,132 6th St San Francisco 94103 CA,05/17/2019 12:00:00 AM,89728_20190517,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,89728_20190517_103124,92.0
5698 3rd St,San Francisco,89765.0,37.74892929999999,,-122.3875787,Simply Delish,,94124,CA,5698 3rd St San Francisco 94124 CA,05/09/2019 12:00:00 AM,89765_20190509,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,89765_20190509_103120,92.0
Approved Private Locations,San Francisco,89839.0,0.0,,0.0,Cooksoo Truck LLC,14151275462.0,,CA,,04/20/2017 12:00:00 AM,89839_20170420,Routine - Unscheduled,Moderate Risk,Insufficient hot water or running water,89839_20170420_103129,96.0
1940 TARAVAL St,San Francisco,60737.0,37.7428083,POINT (-122.487112 37.742579),-122.48715202927099,Parkside Tavern,,94116,CA,1940 TARAVAL St San Francisco 94116 CA,05/29/2019 12:00:00 AM,60737_20190529,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,60737_20190529_103145,92.0
3893 24th St,San Francisco,7457.0,37.751426200000004,POINT (-122.429369 37.751564),-122.4320487,24TH STREET CHEESE COMPANY,,94114,CA,3893 24th St San Francisco 94114 CA,09/04/2019 12:00:00 AM,7457_20190904,Routine - Unscheduled,Moderate Risk,Noncompliance with HAACP plan or variance,7457_20190904_103127,94.0
950 Innes Ave,San Francisco,7635.0,37.7323635641026,POINT (-122.376657 37.732545),-122.37622592307699,SURFSIDE LIQUORS,,94124,CA,950 Innes Ave San Francisco 94124 CA,07/09/2019 12:00:00 AM,7635_20190709,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,7635_20190709_103144,92.0
372 Ritch St,San Francisco,95558.0,37.7786626071429,,-122.39373,Cento Coffee,,94107,CA,372 Ritch St San Francisco 94107 CA,08/05/2019 12:00:00 AM,95558_20190805,Routine - Unscheduled,,,,100.0
1455 Market St #3B,San Francisco,94815.0,0.0,,0.0,Mateos,,94103,CA,1455 Market St #3B San Francisco 94103 CA,03/29/2019 12:00:00 AM,94815_20190329,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,94815_20190329_103156,94.0
634 CLEMENT St,San Francisco,2716.0,37.78295659183671,POINT (-122.466101 37.782888),-122.46591667346901,RED A BAKERY,14155668881.0,94118,CA,634 CLEMENT St San Francisco 94118 CA,09/30/2019 12:00:00 AM,2716_20190930,Routine - Unscheduled,Low Risk,Low risk vermin infestation,2716_20190930_103161,94.0
2125 Polk St,San Francisco,88574.0,37.7963335,,-122.4220038,Teaspoon,,94109,CA,2125 Polk St San Francisco 94109 CA,12/14/2017 12:00:00 AM,88574_20171214,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,88574_20171214_103157,96.0
915 Taraval,San Francisco,4078.0,0.0,POINT (-122.47584 37.742972),0.0,Shannon Arms,,94116,CA,915 Taraval San Francisco 94116 CA,07/24/2018 12:00:00 AM,4078_20180724,Routine - Unscheduled,,,,100.0
557 HAIGHT St,San Francisco,3631.0,37.769667299999995,POINT (-122.431336 37.771964),-122.4496634,NOC NOC,14155865811.0,94117,CA,557 HAIGHT St San Francisco 94117 CA,03/01/2018 12:00:00 AM,3631_20180301,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,3631_20180301_103157,90.0
1735 Taraval St,San Francisco,1921.0,37.7425234,POINT (-122.484646 37.742603),-122.48488909999999,TARAVAL OKAZU YA,,94116,CA,1735 Taraval St San Francisco 94116 CA,07/03/2019 12:00:00 AM,1921_20190703,Routine - Unscheduled,High Risk,High risk vermin infestation,1921_20190703_103114,79.0
1529 FILLMORE St,San Francisco,68152.0,37.783705499999996,POINT (-122.432824 37.783704),-122.43294820000001,State Bird Provisions,,94115,CA,1529 FILLMORE St San Francisco 94115 CA,02/13/2019 12:00:00 AM,68152_20190213,Routine - Unscheduled,Low Risk,Improper food storage,68152_20190213_103139,96.0
800 Howard St 2nd Floor,San Francisco,19057.0,0.0,POINT (-122.402816 37.783257),0.0,Moscone Center West -  2nd Flr. Pantry,14155974040.0,94103,CA,800 Howard St 2nd Floor San Francisco 94103 CA,08/02/2019 12:00:00 AM,19057_20190802,Routine - Unscheduled,,,,100.0
845 Market St Space 201,San Francisco,37792.0,0.0,POINT (-122.406892 37.784848),0.0,Auntie Anne's Pretzels,14155371098.0,94103,CA,845 Market St Space 201 San Francisco 94103 CA,02/04/2019 12:00:00 AM,37792_20190204,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,37792_20190204_103154,96.0
5249 Mission St.,San Francisco,89847.0,37.7149960724938,,-122.442080195346,Mission Asia Noodle,,94112,CA,5249 Mission St. San Francisco 94112 CA,02/13/2019 12:00:00 AM,89847_20190213,Routine - Unscheduled,Low Risk,Improper food storage,89847_20190213_103139,87.0
835 B Hyde St,San Francisco,25404.0,37.7885163333333,POINT (-122.421089 37.793061),-122.417001,Cafe Colombini Ristorante Bistro,,94109,CA,835 B Hyde St San Francisco 94109 CA,06/18/2018 12:00:00 AM,25404_20180618,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,25404_20180618_103131,96.0
721 Lincoln Way,San Francisco,92050.0,37.7658005,,-122.465855,Sip Tea Room,,94122,CA,721 Lincoln Way San Francisco 94122 CA,09/13/2018 12:00:00 AM,92050_20180913,Routine - Unscheduled,,,,100.0
2343 3rd St Suite 100,San Francisco,90096.0,0.0,,0.0,Neighbor Bakehouse,,94107,CA,2343 3rd St Suite 100 San Francisco 94107 CA,04/09/2019 12:00:00 AM,90096_20190409,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,90096_20190409_103120,92.0
1 Ferry Building,San Francisco,85898.0,0.0,,0.0,Urban Remedy,,94111,CA,1 Ferry Building San Francisco 94111 CA,04/26/2019 12:00:00 AM,85898_20190426,Routine - Unscheduled,,,,100.0
696 Sutter St,San Francisco,10438.0,37.7889234,POINT (-122.411754 37.788858),-122.41183659999999,Piraat Pizza,,94102,CA,696 Sutter St San Francisco 94102 CA,01/08/2019 12:00:00 AM,10438_20190108,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,10438_20190108_103120,90.0
750 Kearny St 1st Floor,San Francisco,18954.0,0.0,POINT (-122.404876 37.795057),0.0,Hilton Financial District-Flute Coffee and Wine Bar,,94108,CA,750 Kearny St 1st Floor San Francisco 94108 CA,11/27/2018 12:00:00 AM,18954_20181127,Routine - Unscheduled,,,,100.0
7 Drumm St,San Francisco,5136.0,37.793844,POINT (-122.396464 37.793874),-122.39664209999998,Taco Bell,,94111,CA,7 Drumm St San Francisco 94111 CA,05/24/2018 12:00:00 AM,5136_20180524,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,5136_20180524_103144,98.0
